0,35.1
0.002,38.3
0.004,43.2
0.006,49.1
0.008,55.3
0.01,57.5
0.012,57.3
0.014,53
0.016,45.3
0.018,36.8
0.02,29.7
0.022,27.1
0.024,29.8
0.026,36.1
0.028,41.7
0.03,45.3
0.032,46.8
0.034,44
0.036,39
0.038,32.2
0.04,26.4
0.042,25.1
0.044,28.4
0.046,34.8
0.048,41
0.05,44.5
0.052,45.6
0.054,42.4
0.056,36.2
0.058,28.3
0.06,21.6
0.062,19.7
0.064,22.2
0.066,28.7
0.068,34.1
0.07,36.9
0.072,37.5
0.074,33.6
0.076,27.3
0.078,18.9
0.08,12.7
0.082,11
0.084,15
0.086,22.5
0.088,28.8
0.09,32.5
0.092,33.4
0.094,30.9
0.096,25.6
0.098,18.1
0.1,12.9
0.102,11.3
0.104,15.6
0.106,22.6
0.108,28.8
0.11,32.9
0.112,34.3
0.114,31.7
0.116,26.3
0.118,17.9
0.12,11.5
0.122,9.48
0.124,12.7
0.126,20
0.128,25.7
0.13,29.7
0.132,30.2
0.134,26.5
0.136,19.4
0.138,9.99
0.14,2.02
0.142,-1.48
0.144,0.24
0.146,6.48
0.148,13.6
0.15,19.7
0.152,24.8
0.154,27.4
0.156,28.1
0.158,25.9
0.16,23.7
0.162,21.5
0.164,20.1
0.166,18.9
0.168,15.1
0.17,9.8
0.172,3.94
0.174,-2.63
0.176,-7.92
0.178,-15.5
0.18,-19.6
0.182,-19.3
0.184,-13.8
0.186,-6.19
0.188,0.367
0.19,4
0.192,3.62
0.194,-0.142
0.196,-7.09
0.198,-15.9
0.2,-22.6
0.202,-25
0.204,-20.7
0.206,-12.9
0.208,-6
0.21,-1.93
0.212,-1.23
0.214,-4.03
0.216,-10.1
0.218,-17.9
0.22,-23.4
0.222,-24.5
0.224,-20.7
0.226,-13.6
0.228,-7.66
0.23,-3.65
0.232,-3.01
0.234,-5.3
0.236,-10.8
0.238,-18
0.24,-23.3
0.242,-24.9
0.244,-20.7
0.246,-13.5
0.248,-7.34
0.25,-3.46
0.252,-3.2
0.254,-5.49
0.256,-10.6
0.258,-18.2
0.26,-23.4
0.262,-24.9
0.264,-20.5
0.266,-13.6
0.268,-7.66
0.27,-3.71
0.272,-2.75
0.274,-5.3
0.276,-10.3
0.278,-17.8
0.28,-22.7
0.282,-23.5
0.284,-18.4
0.286,-11.2
0.288,-4.47
0.29,-0.0786
0.292,1.45
0.294,-0.206
0.296,-4.67
0.298,-11.1
0.3,-15.2
0.302,-14.7
0.304,-8.81
0.306,0.75
0.308,9.35
0.31,16.1
0.312,19.7
0.314,20.8
0.316,18.6
0.318,15
0.32,13.8
0.322,16.4
0.324,25.4
0.326,36.9
0.328,47.3
0.33,54.5
0.332,58
0.334,56.8
0.336,52.2
0.338,43.1
0.34,35
0.342,29.6
0.344,28
0.346,28.7
0.348,26.8
0.35,21.7
0.352,13.3
0.354,2.72
0.356,-10.2
0.358,-22.8
0.36,-30.4
0.362,-30.9
0.364,-21.4
0.366,-5.75
0.368,12.1
0.37,28.1
0.372,40.6
0.374,47.5
0.376,48.3
0.378,44.1
0.38,39.9
0.382,38.1
0.384,43.9
0.386,51.2
0.388,57.3
0.39,59
0.392,56.2
0.394,47.5
0.396,33.8
0.398,15.5
0.4,-0.779
0.402,-12.4
0.404,-16.4
0.406,-14.2
0.408,-7.53
0.41,2.28
0.412,14.9
0.414,28.2
0.416,37.5
0.418,40.9
0.42,39.7
0.422,32.5
0.424,23.3
0.426,13.4
0.428,3.87
0.43,-1.03
0.432,-2.12
0.434,-3.77
0.436,-6.64
0.438,-11
0.44,-12.2
0.442,-9.64
0.444,-2.05
0.446,7.57
0.448,15.6
0.45,20.4
0.452,22.5
0.454,20.1
0.456,13.2
0.458,4.19
0.46,-2.05
0.462,-4.47
0.464,-0.397
0.466,6.36
0.468,11.6
0.47,14.9
0.472,14.8
0.474,10.9
0.476,4
0.478,-4.41
0.48,-10.4
0.482,-12.4
0.484,-7.47
0.486,-0.333
0.488,6.36
0.49,10.5
0.492,10.8
0.494,8.4
0.496,1.64
0.498,-6.45
0.5,-11.5
0.502,-12.6
0.504,-6.64
0.506,1.45
0.508,9.29
0.51,15.2
0.512,18.1
0.514,17.5
0.516,14.5
0.518,9.61
0.52,8.27
0.522,11.1
0.524,20.8
0.526,32.5
0.528,43.2
0.53,51.1
0.532,54.8
0.534,54.4
0.536,49.6
0.538,41.8
0.54,35.9
0.542,32.5
0.544,34.1
0.546,36.5
0.548,37.6
0.55,34.9
0.552,29
0.554,18.9
0.556,5.59
